CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
6419,2025/03,10651822000,-558615000,-3069141000,-845078000,36373416000,25.21
6420,2025/03,10375000000,-9523000000,-2122000000,-7504000000,52828000000,7.94
6424,2025/03,935611000,-475396000,-568820000,-412523000,2829879000,6.08
6425,2024/12,1518000000,-13371000000,-9798000000,-3507000000,23795000000,1.2
6428,2025/03,354617000,382662000,-1766628000,-1922174000,6970929000,1.76
6430,2025/03,7666702000,-7845454000,-3295294000,-5583401000,16960449000,13.35
6432,2025/02,8283000000,-2348000000,-14583000000,-3340000000,46047000000,3.88
6433,2025/03,-183000000,-51000000,-99000000,-23577000,559165000,-8.15
6436,2025/03,24672000000,-4192000000,-17361000000,-7446000000,55859000000,14.06
6439,2025/03,-179000000,-1044000000,754000000,-712617000,1883089000,-3.69
6440,2024/12,9371000000,-2000000,-4147000000,-3928000000,13146000000,9.85
6444,2024/12,-4465000000,-12790000000,9484000000,-10800000000,14929000000,-2.43
6445,2025/03,2625000000,-373000000,-2906000000,-1202000000,7081000000,7.22
6448,2025/03,90023000000,-48152000000,-34609000000,-35783000000,172776000000,10.27
6454,2025/03,14588000000,-1750000000,-7614000000,-2956000000,34582000000,15.88
6455,2025/03,11391000000,-1487000000,-6003000000,-2258000000,29724000000,10.19
6457,2025/03,45752000000,-7911000000,-21275000000,-7630000000,51468000000,12.4
6458,2025/03,5740000000,261000000,-8151000000,-3320000000,15638000000,10.07
6459,2024/12,3448788000,-2449349000,-1479755000,-2550643000,59386391000,7.19
6460,2025/03,20856000000,-12543000000,-27981000000,-11860000000,198865000000,4.86
6461,2023/03,5155000000,-3132000000,-2965000000,-3113000000,5606000000,8.81
6462,2023/03,10959000000,-3850000000,-1451000000,-2878000000,20205000000,12.69
6463,2025/03,21743000000,-4582000000,-9932000000,-,60797000000,11.3
6464,2024/12,4873000000,-3800000000,-1906000000,-3685000000,23060000000,6.42
6465,2024/12,47344000000,-37373000000,-40171000000,-13860000000,214391000000,10.63
6466,2024/09,1840335000,-315056000,-343323000,-341535000,5881698000,16.4
6467,2025/03,762285000,-891821000,-376191000,-921816000,2753658000,6.57
6469,2025/02,415032000,-619218000,-1453400000,-721070000,2425302000,3.22
6470,2025/03,6245000000,-10201000000,2071000000,-10069000000,18852000000,5.54
6471,2025/03,82176000000,-58753000000,-33741000000,-38121000000,138253000000,10.31
6472,2025/03,45623000000,-25960000000,-18708000000,-26445000000,127712000000,5.53
6473,2025/03,80238000000,-75936000000,-52076000000,-88298000000,119060000000,4.26
6474,2024/11,31458000000,-7631000000,-24359000000,-11767000000,31758000000,13.11
6479,2025/03,133672000000,-125772000000,63996000000,-82481000000,214256000000,8.78
6480,2025/03,6449000000,-3435000000,912000000,-3631000000,22678000000,11.86
6481,2024/12,28412000000,-34223000000,-22652000000,-31843000000,138293000000,8.05
6482,2025/03,-377686000,-129642000,-720505000,-642829000,6828892000,-1.45
6484,2025/03,3565108000,-242668000,-606629000,-1119890000,5455618000,12.02
6485,2025/03,2463000000,-1258000000,-1564000000,-1106000000,10123000000,7.71
6486,2025/03,13692000000,-10440000000,-8312000000,-11389000000,24890000000,8.14
6488,2025/03,1419659000,-396263000,-677728000,-260042000,3469357000,14.42
6489,2024/05,765000000,-826000000,-946000000,-573000000,10459000000,2.1
6490,2025/03,14184000000,-6807000000,-3959000000,-,21883000000,24.46
6492,2024/11,2266000000,-1026000000,-370000000,-319000000,4273000000,27.74
6493,2025/03,4304427000,-3771058000,-864977000,-,9272996000,8.37
6494,2025/03,4338000,-66422000,-2793000,-,2583740000,0.21
6495,2025/03,104000000,-585000000,436000000,-596570000,343795000,1.53
6496,2024/05,811478000,-1107561000,-507439000,-,4824460000,4.36
6497,2024/12,535698000,-442830000,-310271000,-690000000,4359714000,4.43
6498,2024/12,18559000000,-7836000000,-9907000000,-10828000000,30440000000,10.79
6501,2025/03,1172240000000,-573650000000,-424122000000,-246847000000,866242000000,11.98
6502,2023/03,34040000000,-8811000000,-142347000000,-191200000000,326690000000,1.01
6503,2025/03,455905000000,-191750000000,-265333000000,-193988000000,757331000000,8.26
6504,2025/03,144920000000,-63384000000,-86246000000,-86754000000,62675000000,12.9
6505,2024/05,1846000000,-413000000,-979000000,-642000000,6423000000,5.74
6506,2025/02,56505000000,-21287000000,-15673000000,-,59028000000,10.51
6507,2025/03,11373000000,-1915000000,-8964000000,-3291000000,10221000000,9.55
6508,2025/03,35454000000,-9065000000,-14536000000,-,29091000000,11.77
6513,2025/03,-403000000,-1476000000,-787000000,-1937000000,5502000000,-1.4
6516,2025/03,15788000000,-3734000000,-9690000000,-2666000000,28898000000,16.14
6517,2025/03,7315000000,-5548000000,-1791000000,-6052000000,24497000000,10.34
6518,2025/03,302000000,-1873000000,-939000000,-2008974000,2506411000,1.88
6521,2025/02,885000000,-1544000000,1277000000,-1708909000,2239942000,10.54
6522,2024/08,-74149000,-27668000,298925000,-26910000,467291000,-4.7
6523,2025/03,41941000000,-8473000000,-39068000000,-,39592000000,11.6
6524,2024/12,3836000000,-3115000000,-1636000000,-1710000000,9799000000,24.09
6525,2025/03,38477000000,-27706000000,-58106000000,-25482000000,44755000000,16.1
6526,2025/03,31866000000,-14552000000,-13825000000,-16579000000,72837000000,16.9
6532,2025/02,32648000000,-3532000000,-14342000000,-866000000,60552000000,28.13
6533,2024/12,1121755000,-380870000,-716781000,-33667000,3302440000,7.99
6535,2024/07,3793000000,-747000000,-683000000,-805000000,18602000000,20.25
6537,2024/12,234000000,-167000000,-98000000,-111000000,999000000,11.23
6538,2025/03,539000000,37000000,-500000000,-5000000,1067000000,12.55
6539,2025/03,1495000000,-295000000,-1645000000,-134273000,4225644000,20
6540,2024/12,3528255000,2591000,-464331000,-138825000,11949009000,12.18
6542,2024/06,717727000,36730000,-661448000,-296000000,1723536000,8.42
6543,2025/02,555741000,-105822000,-199809000,-23745000,1716326000,10.04
6544,2025/03,5643000000,-1521000000,-3962000000,-1586000000,2063000000,11.43
6545,2025/03,467000000,-227000000,497000000,-222929000,2299844000,9.05
6546,2024/12,753159000,-66825000,-503304000,-120000000,2816389000,5.45
6547,2024/06,6013000000,-1658000000,-3362000000,-1029000000,7720000000,14.68
6548,2024/06,-121826000,-14189000,1782198000,-16332000,2480450000,-3.64
6549,2025/03,746419000,-767446000,89915000,-709213000,1361152000,3.53
6550,2025/03,52000000,55000000,-88000000,-8002000,1135871000,4.78
6551,2024/09,634877000,-387102000,-142911000,-84708000,917606000,3.87
6552,2024/05,141000000,-113000000,-394000000,-9000000,2828978000,4.03
6554,2024/09,745000000,-224000000,-323000000,-65000000,2812000000,5.64
6555,2025/02,407000000,-130000000,-30000000,-5915000,578930000,15.95
6556,2024/03,2457000000,268000000,-621000000,-541000000,3788000000,20.42
6557,2025/03,1393810000,-424256000,-291082000,-354581000,2346970000,10.66
6558,2024/11,254951000,-467419000,318029000,-424780000,2178174000,7.78
6560,2024/12,816000000,2137000000,-1355000000,-281000000,5439000000,4.92
6561,2024/12,1825565000,-375703000,-890331000,-328565000,2537646000,27.4
6562,2025/03,2358718000,-1146666000,-904998000,-297110000,2861486000,20.83
6563,2024/09,748308000,-80399000,18900000,-20000000,1571864000,7.05
6564,2025/03,4174468000,-3470023000,-1376485000,-3477395000,7939536000,38.28
6565,2025/03,3277000000,-3778000000,836000000,-3805804000,5920492000,30.69
6566,2025/03,2133567000,-1189257000,-1093542000,-1123099000,4673128000,14.71
6567,2023/05,255112000,-366216000,142034000,-329929000,1900466000,2.61
6568,2025/03,1487000000,-3322000000,909000000,-3300359000,2385561000,18.18
6569,2023/03,2285000000,-146000000,-1112000000,-293000000,9800000000,2.52
6570,2025/03,2509762000,-2730183000,-305465000,-2626457000,4064674000,15.02
6571,2024/06,5058000000,-846000000,-4116000000,-893000000,4701000000,20.43
6572,2025/02,341158000,371639000,66614000,-409545000,12296283000,4.72
6573,2024/12,-266284000,-79410000,516164000,-4555000,344118000,-58.46
6574,2025/03,166000000,-10000000,-273000000,-9658000,806173000,5.12
6577,2024/07,288922000,-23651000,152327000,-22130000,1699048000,9.21
6578,2025/02,175358000,-132215000,105836000,-13269000,1562885000,2.76
6579,2025/03,-131000000,27000000,-160000000,-14665000,744968000,-8.16
6580,2025/03,415208000,-69153000,-55733000,-58599000,2722706000,10.37
6584,2025/03,8484000000,-8118000000,4093000000,-9435000000,22692000000,5.32
6586,2025/03,129874000000,-37872000000,-33545000000,-,253279000000,17.24
6588,2025/03,24886000000,-9987000000,-5739000000,-16945000000,47933000000,4.31
6590,2025/03,6988000000,-3216000000,-2666000000,-2915000000,28464000000,8.64
6592,2024/12,40133000000,-15750000000,-16183000000,-,130567000000,20.45
6594,2025/03,284428000000,-147255000000,-80193000000,-120711000000,246239000000,10.91
6597,2024/06,4075577000,-8662000,-3363173000,-47630000,1732531000,58.68
6599,2025/03,382000000,-3000000,-57000000,-2595000,2586067000,9.49
6600,2024/03,195111000000,-274853000000,3238000000,-305100000000,187593000000,18.12
6612,2024/12,1348000000,-205000000,-1008000000,-162000000,1345000000,10.82
6613,2025/03,-506823000,-568605000,-9512000,-168216000,3754424000,-38.75
6614,2025/03,197325000,-188346000,39613000,-202682000,557141000,3.03
6615,2025/03,10352000000,-3652000000,-5567000000,-3059000000,11559000000,7.85
6616,2025/03,3359567000,-3755532000,442357000,-3916716000,9231881000,14.02
6617,2025/03,5039000000,-3747000000,-3349000000,-,13432000000,4.73
6618,2023/03,221529000,-401661000,607942000,-676000000,2207561000,1.85
6619,2025/01,4008000000,-28748000000,17278000000,-28157000000,262000000,12.91
6620,2025/03,473000000,-530000000,-,-343000000,3359000000,45.92
6622,2025/03,24010000000,-9601000000,-5981000000,-8742000000,28855000000,10.61
6623,2025/03,11224000000,-6881000000,-3042000000,-8619000000,27333000000,9.33
6625,2025/03,684524000,-4919443000,5490899000,-6100299000,3182967000,9.98
6626,2025/03,5190819000,-1508986000,-1820544000,-,12038209000,20.49
6627,2024/12,17467406000,-14609315000,-3559196000,-16468861000,8690038000,47.07
6629,2025/03,851165000,-955469000,141477000,-339742000,3438718000,1.68
6630,2024/04,1931000000,-950000000,-1347000000,-840508000,16151530000,6.03
6632,2025/03,31452000000,-21545000000,-18793000000,-12711000000,48597000000,8.49
6633,2024/12,209352000,-120244000,-117793000,-20844000,2789205000,5.33
6634,2024/11,-352807000,-296930000,28212000,-1324770000,1145210000,-16.56
6635,2024/12,1744352000,-529514000,-736991000,-607000000,4296872000,4.48
6637,2025/03,8327261000,-3193623000,-743167000,-2843905000,17614783000,14.76
6638,2025/03,7861261000,-2437867000,-7542854000,-2290487000,11875732000,9.36
6640,2024/12,8397000000,-3818000000,-4158000000,-4106000000,16545000000,13.01
6643,2025/03,2812287000,-1624644000,-705965000,-1857998000,7420906000,10.17
6644,2025/03,6889000000,-1229000000,-3028000000,-2842000000,13085000000,7.09
6645,2025/03,55784000000,-47889000000,-4608000000,-,149023000000,6.96
6647,2025/03,-91916000,-96076000,144358000,-109089000,693734000,-1
6648,2025/03,1537818000,-564107000,-226109000,-472385000,8119491000,6.35
6651,2025/03,18637000000,-12450000000,974000000,-,33132000000,10.09
6652,2025/03,11248000000,-4097000000,-2905000000,-10432000000,19194000000,16.69
6653,2024/12,339000000,160000000,391000000,-428000000,3160000000,1.16
6654,2025/01,423195000,-360801000,-417919000,-112405000,980363000,10.78
6655,2025/03,-54457000,-229714000,179009000,-163607000,1707860000,-0.58
6656,2024/04,105442000,-77869000,129780000,-101490000,594574000,6.32
6658,2025/03,2611000000,-163000000,-3244000000,-555000000,907000000,8.9
6659,2025/03,-765000000,-90000000,268000000,-90568000,350687000,-27.42
6662,2024/06,-358410000,275599000,-1000,-246000000,1434391000,-35.27
6663,2024/12,248699000,-5047000,-158984000,-150750000,573865000,7.07
6664,2024/11,-251334000,-21156000,-1024140000,-188000000,4667274000,-3.96
6666,2025/03,186044000,-859311000,722971000,-1016024000,2195026000,3.27
6668,2024/08,3032000000,-937000000,-1665000000,-948000000,6148000000,26.84
6670,2025/03,17587000000,-24832000000,-8123000000,-1760000000,31055000000,8.49
6674,2025/03,39296000000,-58824000000,14235000000,-66251000000,56681000000,6.77
6675,2025/03,3267000000,-2813000000,477000000,-1050000000,10291000000,7.43
6676,2025/03,14725000000,-1363000000,-7159000000,-1584000000,31609000000,10.28
6677,2024/09,3889637000,-4145592000,-2514687000,-3360000000,12482607000,15.12
6678,2025/03,977000000,-32000000,-470000000,-31566000,9061387000,9.86
6694,2024/12,584571000,-241611000,15111000,-231203000,3287950000,3.23
6695,2023/10,105620000,-31625000,-13900000,-30875000,553288000,3.12
6696,2025/01,28000000,-45000000,1000000,-45200000,314851000,6.81
6697,2024/12,2319000000,7724000000,-1478000000,-,10727000000,20.76
6698,2024/03,392887000,-115755000,-139422000,-122765000,2606083000,12.26
6699,2025/03,3588000000,-638000000,-3775000000,-1384000000,7271000000,3.91
6701,2025/03,344408000000,-131164000000,-103974000000,-126410000000,584615000000,10.06
6702,2025/03,303882000000,-89176000000,-240454000000,-,236079000000,8.56
6703,2025/03,39261000000,-19634000000,-17861000000,-16842000000,36237000000,8.68
6704,2024/03,776000000,-9395000000,11055000000,-9257000000,7125000000,3.64
6706,2025/03,-1875000000,447000000,-2097000000,-,14016000000,-5.75
6707,2025/03,-9706000000,98051000000,-47891000000,-18240000000,60744000000,-7.98
6715,2025/03,247000000,-138000000,-179000000,-323000000,4023000000,1.42
6718,2025/03,5717000000,-729000000,-2414000000,-1080000000,24326000000,9.03
6721,2024/12,-662304000,-1906000,171221000,-1906000,90703000,-158.79
6723,2024/12,340484000000,-1284105000000,677345000000,-90000000000,229249000000,25.25
6724,2025/03,138075000000,-150787000000,-45129000000,-59369000000,267000000000,10.13
6727,2025/03,8330003000,-2274095000,-13169674000,-1033015000,24364228000,7.2
6728,2024/06,17162000000,-19524000000,-2784000000,-21539000000,84541000000,6.57
6730,2025/03,-1575000000,-766000000,-873000000,-112000000,6600000000,-10.33
6731,2024/09,-655234000,-43453000,750529000,-46169000,94828000,-56.33
6734,2025/02,381000000,-20000000,54000000,-14674000,2988189000,8.12
6736,2025/03,-1668247000,2952409000,-829425000,-341090000,1986385000,-15.39
6737,2025/03,11543000000,-2140000000,-4711000000,-3549000000,21058000000,14.34
6740,2025/03,-25450000000,-8161000000,25693000000,-,20432000000,-13.54
6741,2025/03,5783000000,-4498000000,-1598000000,-4880000000,11248000000,5.41
6742,2025/03,3743000000,-317000000,-4452000000,-1002000000,8132000000,4.38
6743,2025/03,-500103000,-367051000,618691000,-,3496466000,-2.28
6744,2025/03,11547000000,-7090000000,-7475000000,-,42637000000,8.64
6745,2025/03,11874000000,-636000000,-1741000000,-1662000000,20921000000,11.77
6748,2024/12,981276000,-203105000,98777000,-527000000,3609975000,3.89
6750,2025/03,17354000000,-4419000000,-10642000000,-3627000000,43718000000,14.71
6752,2025/03,796083000000,-859926000000,-190347000000,-772332000000,847561000000,9.41
6753,2025/03,-1590000000,103743000000,-74768000000,-39018000000,242703000000,-0.07
6754,2025/03,21071000000,-3916000000,-12257000000,-2438000000,50094000000,18.65
6755,2025/03,16479000000,-8169000000,-4067000000,-8352000000,23340000000,4.65
6757,2025/01,-38924000,437331000,-227684000,-132839000,721099000,-0.49
6758,2025/03,2321675000000,-930120000000,-298243000000,-,2980956000000,17.92
6762,2025/03,445839000000,-244842000000,-143333000000,-,697307000000,20.22
6763,2025/03,1814706000,228101000,-1280959000,-884549000,11064535000,10.81
6768,2025/03,9082000000,-3900000000,-3640000000,-3410000000,19479000000,7.96
6769,2024/12,-73746000,15191000,-161707000,-,7306140000,-1.6
6770,2025/03,65817000000,-1683000000,-37299000000,-50618000000,147464000000,6.65
6771,2025/03,-3525000000,-527000000,1105000000,-401000000,3584000000,-17
6772,2025/03,1199513000,-216352000,-1152585000,-223114000,3320533000,11.42
6775,2025/03,-239960000,-17030000,187673000,-16658000,254766000,-10.3
6776,2025/03,2492000000,-3108000000,619000000,-3144000000,3298000000,8.94
6777,2025/03,6001678000,-1883886000,-700473000,-1742724000,12647928000,24.98
6778,2024/07,226760000,-59619000,-532090000,-18976000,6455131000,8.04
6779,2025/03,6109000000,-4453000000,1912000000,-3664000000,15881000000,11.51
6785,2024/06,5445307000,-2478310000,-1337760000,-2649655000,5723241000,19.64
6786,2025/03,-213796000,124357000,-11296000,-10249000,511963000,-14.55
6787,2025/03,21655000000,-24327000000,4141000000,-24573000000,22913000000,10.47
6788,2025/03,2675358000,-1887396000,552580000,-918662000,15394490000,11.91
6789,2023/12,5046828000,-4772432000,202006000,-3628000000,11717454000,9.34
6794,2025/03,14831000000,-844000000,-9884000000,-3815000000,20771000000,10.78
6797,2025/03,433000000,-563000000,-409000000,-457654000,4442861000,2.51
6798,2025/03,2439000000,-2216000000,286000000,-2206000000,10415000000,5.08
6800,2025/03,7239000000,-4085000000,-4615000000,-4059000000,17122000000,8.73
6803,2025/03,1178000000,-115000000,-706000000,-,1552000000,7.52
6804,2025/03,-18228000000,-5931000000,-5312000000,-6517000000,46769000000,-7.36
6806,2025/03,55682000000,-42947000000,-16671000000,-26681000000,85666000000,29.4
6807,2025/03,36341000000,-19203000000,-31568000000,-18047000000,52874000000,16.4
6809,2025/03,5619000000,-2403000000,-2085000000,-869000000,15951000000,11.1
6810,2025/03,9836000000,-8025000000,-7749000000,-8210000000,33072000000,7.58
6814,2025/02,10820000000,-4588000000,-2696000000,-4843000000,15413000000,8.52
6817,2024/12,14928000000,-8834000000,-5268000000,-15719000000,4286000000,10.37
6819,2025/03,1453735000,-799925000,-528573000,-758078000,1894891000,26.48
6820,2025/03,2513000000,-2669000000,-1393000000,-1971000000,24348000000,6.71
6822,2025/03,2778212000,-493256000,-1283808000,-493787000,3874169000,9.56
