財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
2305,2025/02,41223000000,31073000000,29048979000,25384417000,-,-,1753.35,72.2
2307,2025/03,10526000000,5853000000,5116741000,5811532000,1500000000,-,415.03,55.6
2309,2023/09,70215000000,37833000000,36271000000,30712000000,-,1677000000,2137.15,51.4
2311,2024/12,5822328000,4645339000,4050416000,4022043000,500000000,-,519.21,79.8
2315,2024/10,2425099000,1659307000,1807768000,1863788000,169996000,-,12.16,68.4
2317,2025/03,51762000000,32950000000,32419000000,39817000000,1550000000,-,90.82,62.7
231A,2024/09,3868466000,2642801000,2642801000,2122236000,-,-,1065.73,68.3
2321,2025/03,1707000000,1289000000,1229978000,-366273000,-,-,27.17,72
2323,2025/03,2149000000,957000000,935759000,254999000,-,768614000,133.62,43.5
2325,2024/12,31122285000,26191252000,24883089000,24960756000,-,-,2745.57,83.9
2326,2025/03,22627000000,17365000000,17318000000,18116000000,-,-,1274.38,76.6
2327,2025/03,421302000000,269815000000,261173000000,242900000000,-,-,1427.38,62
2329,2025/03,103457000000,85768000000,80075000000,73886000000,-,-,616.52,82
2330,2024/12,3565357000,2499989000,2490993000,1189782000,-,160844000,58.56,70.1
2331,2025/03,572402000000,376000000000,310098000000,278283000000,12476000000,1327000000,697.96,59.1
2332,2025/03,9818000000,7253000000,6901461000,5889105000,-,-,1354.61,73.9
2334,2025/03,1046000000,310000000,306323000,-1465720000,40000000,140006000,115.84,29.3
2335,2025/03,14366000000,10874000000,9733000000,7496000000,230000000,-,722.21,75.7
2337,2025/02,406715000000,122706000000,111493000000,81396000000,6520000000,195477000000,260.49,27.3
2338,2025/02,324000000,237000000,401260000,-6237473000,-,-,2.49,34.9
2340,2025/03,13024000000,3820000000,3484252000,-6602976000,-,2639371000,113.41,27.4
2341,2025/02,3317000000,2769000000,2764348000,3361859000,-,-,151.43,83.5
2342,2024/03,9810999000,5998464000,5842463000,2067097000,448000000,1184570000,355.19,60.1
2344,2025/03,34531000000,21612000000,21648063000,18289877000,-,-,1803.65,62.6
2345,2024/10,86538161000,1431872000,1586170000,-3984757000,30000000,1303000000,78.87,1.6
2349,2025/03,28233000000,21529000000,20917999000,21651768000,-,-,1970.56,76.3
2351,2025/03,4874057000,2892563000,2892563000,96548000,183012000,510771000,363.79,59.4
2353,2024/07,42136619000,18567712000,14797968000,18043270000,378000000,11844660000,48.7,36.7
2354,2025/02,13228000000,7247000000,6884463000,5732284000,-,-,370.68,51.3
2359,2025/03,25157000000,18532000000,18093957000,17808539000,1352359000,60000000,1288.66,73.6
2370,2024/09,5700031000,5190766000,5098395000,-2714945000,-,-,19.62,91.1
2371,2025/03,93504000000,62134000000,61811000000,61701000000,-,-,312.6,66.1
2372,2024/03,37148000000,12772000000,12574000000,7604000000,6360000000,9756000000,1054.81,34.4
2373,2024/10,31668524000,4727584000,3829356000,3204878000,2300000000,4927232000,349.11,14.9
2374,2025/03,30483000000,16865000000,16873741000,13670362000,-,1045902000,681.27,55.1
2375,2024/10,8271321000,2555490000,2440304000,917997000,1186111000,778556000,123.47,29.6
2376,2025/03,14810000000,8044000000,7995148000,6714250000,50000000,2733914000,1434.47,54.3
2378,2025/03,55435000000,12118000000,12205628000,5688784000,4200000000,5318053000,640.71,21.8
2379,2025/02,50506000000,36235000000,35663356000,41067774000,-,-,684.99,71
2384,2024/12,317287000000,112948000000,84029000000,77458000000,21100000000,55374000000,2221.17,27.8
2385,2024/06,6946134000,6249110000,6232871000,2439317000,-,-,238.28,89.7
2388,2024/09,3790640000,3048762000,3655066000,-7171026000,18923000,54700000,70.89,79.4
2389,2024/12,48217000000,33066000000,26130000000,14075000000,84000000,4000000000,1757.45,63.6
2391,2024/07,6556346000,5426031000,4909923000,4348491000,-,-,818.31,82.8
2393,2025/03,26712000000,17518000000,17256022000,13133220000,2250000000,5207000,1126.87,65.5
2395,2025/03,92416508000,40085590000,32124455000,20087636000,11777811000,22271126000,961.35,43.3
2397,2025/03,991000000,674000000,674096000,-1208316000,-,-,99.71,68
2404,2024/08,4326248000,223525000,220876000,189797000,600000000,1505615000,16.02,4.9
2408,2024/12,6728769000,5907621000,5886064000,3924442000,-,-,807.05,87.8
2410,2024/09,6506412000,3939452000,3939452000,3505088000,-,-,753.54,60.5
2411,2025/03,5746000000,4201000000,4205000000,3370000000,100000000,212000000,341.63,73.1
2412,2024/03,50587000000,24331000000,23289000000,21365000000,83000000,6500000000,153.43,48.1
2413,2025/03,581741000000,412799000000,378436000000,289848000000,3078000000,21342000000,557.32,65.1
2415,2025/03,50743000000,18096000000,18077380000,16042803000,-,6731405000,1743.7,35.7
2418,2024/12,111711000000,34030000000,31277000000,31064000000,-,46183000000,675.7,28.9
241A,2024/09,3696334000,904058000,902759000,-2567560000,-,954847000,124.12,24.4
2424,2024/07,10814905000,3788450000,3785240000,2985334000,200000000,2792854000,712.29,35
2425,2025/03,4119000000,2923000000,2951853000,2756925000,-,-,770.7,71
2427,2023/12,423794000000,92751000000,89775000000,27239000000,54529000000,67097000000,712.49,21.2
2428,2024/06,27141374000,8378932000,8272361000,4766481000,-,1600000000,437.87,30.5
2429,2024/12,174370000000,47456000000,44503000000,40585000000,51034000000,34858000000,2487.24,25.5
242A,2024/09,1646232000,1090341000,1090341000,644155000,-,95022000,979.29,66.2
2432,2025/03,394188000000,252875000000,241734000000,184544000000,31024000000,5125000000,2169.97,61.3
2433,2025/03,1050191000000,413682000000,336312000000,346296000000,6882000000,84091000000,1062.25,37.2
2435,2025/03,19906000000,1399000000,1391000000,711000000,3740000000,5083000000,123.69,7
2436,2024/12,5810193000,3889158000,3349353000,2314221000,50000000,306898000,392.59,58.8
2437,2024/05,4238780000,2405153000,2376238000,-734064000,90000000,202573000,223.3,56.6
2438,2024/04,7090444000,6156814000,6115005000,5626124000,-,-,374.12,86.8
2440,2025/03,11128000000,4978000000,4771280000,230160000,1200000000,2200000000,87.35,44.3
2445,2025/03,75076000000,22583000000,21066000000,18469000000,6842000000,19177000000,478.98,29.2
2449,2024/08,6995000000,5436410000,4978067000,4159713000,-,-,1168,73.8
244A,2024/08,3536639000,1911353000,1818502000,1692311000,500000000,251326000,704.31,54
2453,2023/09,28121655000,10889513000,9657062000,2917223000,300000000,1124544000,291.71,34
2454,2025/03,8410000000,4447000000,4046296000,998430000,-,-,289.5,48.1
2459,2024/05,953173000,453878000,376038000,-262735000,-,227506000,60.49,47.6
245A,2024/08,3451074000,770254000,770254000,760254000,-,1172680000,385.13,22.3
2461,2024/12,23356835000,18059635000,17885693000,21212893000,-,-,271.77,77.1
2462,2024/05,38503113000,16815740000,16613811000,15640443000,1400000000,5541915000,876.27,43.7
2464,2025/03,7402000000,4563000000,4556171000,1783133000,-,87500000,360.34,61.6
2467,2025/03,1305000000,536000000,987277000,490150000,-,109694000,40.92,40.5
2468,2024/03,2400175000,1734916000,1554986000,-29192000,400000000,11000000,167.19,65.2
2469,2025/03,44112000000,12007000000,11075000000,7533000000,7292000000,7224000000,1150.56,25.9
246A,2024/06,1166743000,571426000,566067000,516317000,140000000,39750000,275.39,49
2471,2024/11,39714000000,9826000000,9836000000,9418000000,5616000000,3635000000,124.5,24.8
2475,2025/03,41753226000,33241048000,31576318000,31144590000,-,-,1624.01,76.4
2477,2024/06,6977504000,6557671000,6557671000,4830030000,-,-,1012.01,94
2479,2025/03,2217000000,1418000000,1401679000,970128000,-,19895000,177.22,64
247A,2025/03,6966000000,3309000000,3309647000,1681820000,-,632815000,283.41,47.5
2480,2025/03,4382000000,3701000000,3462699000,3098683000,-,-,1048.98,84.5
2481,2024/06,5440614000,4800325000,4643956000,3675364000,-,-,869.53,88.2
2483,2025/03,8836000000,6760000000,6724157000,5703194000,-,-,2018.03,76.5
2484,2024/08,47943000000,36548000000,36548000000,-15665000000,-,-,295.09,76.2
2485,2024/09,27326000000,8186000000,8185000000,4764000000,140000000,10562000000,363.7,30
2487,2023/12,7987840000,6152398000,6100507000,6198070000,-,-,1088.47,77
2488,2025/03,5911000000,3655000000,3655271000,2159031000,-,-,643.89,61.8
2489,2024/12,22884884000,13885435000,12381927000,7388317000,-,-,344.95,58.9
248A,2024/12,2607210000,2176725000,2175210000,339887000,-,-,857.23,83.4
2491,2024/12,19592000000,12860000000,12609000000,21174000000,-,-,593.65,65.6
2492,2024/12,14842482000,11079902000,10915003000,5579408000,1270000000,-,48.23,73.5
2493,2024/11,5444213000,3529033000,3506358000,166624000,-,219957000,797.62,64.8
2497,2025/03,24842000000,21770000000,20642184000,18010430000,100000000,96521000,535.75,84.7
2498,2024/09,65195946000,24486521000,22888222000,20713702000,14027570000,-,4054.7,37.4
2499,2024/12,9341863000,3632695000,3610751000,2862971000,2608773000,1970272000,400.71,38.9
2501,2024/12,664963000000,197157000000,196030000000,65268000000,56996000000,148117000000,2515.68,29.5
2502,2024/12,5403405000000,2674051000000,2668801000000,1418660000000,451129000000,828047000000,1775.82,49.4
2503,2024/12,3354159000000,1533714000000,1181525000000,1130931000000,77986000000,779583000000,1458.68,35.2
250A,2025/03,24824000000,18058000000,17231186000,15360245000,-,-,1187.65,72.7
2531,2025/03,477587000000,300903000000,194376000000,180449000000,12315000000,30689000000,1255.93,51.3
2533,2024/12,55739000000,24478000000,22399000000,12230000000,1850000000,1200000000,414.61,42.4
2540,2025/03,53518000000,46062000000,36834934000,39209239000,-,-,3325.39,86.1
2551,2024/09,26911186000,6480897000,6318116000,4856817000,-,5762189000,2840.51,24.1
2573,2024/12,51913000000,42116000000,41756000000,33899000000,-,-,3095.14,81.1
2579,2024/12,804153000000,466443000000,466203000000,87317000000,1000000000,113852000000,2623.62,58
2585,2025/03,33207000000,14230000000,13906000000,11494000000,3290000000,7884000000,272.27,42.9
2586,2025/03,3547000000,2955000000,2955137000,-952979000,-,-,37.11,83.2
2587,2024/12,2058032000000,1315278000000,1209587000000,716919000000,26666000000,550000000,3914.52,58.8
2588,2025/03,112076000000,25073000000,25057000000,16640000000,-,-,843.99,22.4
2590,2025/01,185247000000,93507000000,93309000000,93036000000,-,6963000000,2908.52,49.6
2593,2024/04,353892000000,183216000000,178141000000,149154000000,14442000000,47306000000,2055.94,51.3
2594,2025/03,58364000000,31087000000,32459000000,25298000000,8223000000,-,1437.06,52.7
2597,2024/12,14169449000,6520857000,6517630000,899229000,693750000,1137500000,487.35,46
2599,2024/03,21139670000,8440399000,7788152000,7152565000,-,6957346000,1750.33,39.9
259A,2024/09,4404187000,1020683000,1006510000,824210000,440000000,728450000,1082.15,23.2
2602,2025/03,388242000000,198086000000,169353000000,135402000000,19147000000,50623000000,5772.43,48.2
2607,2025/03,596564000000,214524000000,174998000000,155205000000,175284000000,57691000000,2448.38,35.3
260A,2024/12,6765000000,4006000000,4006120000,-4522064000,249608000,1315955000,115.47,59.2
2612,2025/03,43536000000,35265000000,34268000000,30400000000,-,-,3831.79,81
2613,2025/03,170164000000,106288000000,100243000000,59411000000,-,5850000000,3198.98,62.2
261A,2024/12,22948008000,14328634000,13961675000,13853472000,-,-,1198.24,62
262A,2024/12,34842000000,23058000000,22939000000,12479000000,2900000000,-,753.5,66.2
264A,2024/09,2415319000,649879000,649879000,184387000,-,664000000,61.26,26.9
2651,2024/02,2297498000000,289300000000,284752000000,174429000000,90850000000,99000000,2845.3,12.4
2652,2024/09,18092562000,10864899000,10864311000,9163846000,2400000000,1725962000,330.51,60.1
2653,2025/02,180254000000,55247000000,54158000000,40058000000,400000000,22074000000,1617.21,30.6
2654,2025/03,9325000000,6640000000,6476985000,4494612000,22340000,-,491.76,71
2656,2025/03,353000000,237000000,233298000,-3748273000,-,-,11.71,66
2659,2025/02,191224000000,154546000000,150446000000,147224000000,-,-,2433.91,78.7
265A,2024/12,1905120000,1726971000,1726891000,399910000,-,-,421.87,90.6
2664,2025/03,199601000000,114410000000,114306000000,90765000000,-,10752000000,5120.25,57.3
2666,2025/03,7520000000,4139000000,4139399000,1533677000,500000000,880000000,286.45,55
2667,2024/09,1569233000,735537000,735159000,-3321293000,-,6160000,68.56,46.9
2668,2025/02,8522000000,4831000000,4579426000,4097766000,-,366366000,711.46,56.7
2669,2025/02,37408000000,29083000000,28751259000,25567196000,-,-,3005.61,77.7
2670,2025/02,418725000000,369747000000,341938000000,297854000000,2020000000,-,1483.45,87.7
2673,2025/03,3298000000,2425000000,2375473000,1690537000,347714000,333000000,239.71,73.5
2674,2025/03,25617000000,18373000000,16688915000,13132286000,2950000000,-,1314.75,71.3
2676,2025/03,23459000000,16834000000,15431000000,13893000000,-,-,1810.3,71.8
2678,2024/05,243062000000,81336000000,78116000000,43750000000,380000000,13237000000,808.86,32.2
2681,2025/03,252807000000,90469000000,90467000000,77527000000,-,71475000000,2272.12,35.7
2683,2024/02,2152905000,857693000,818094000,477687000,200000000,116953000,335.87,39.8
2685,2025/02,133108000000,77200000000,75275000000,71980000000,-,-,1665.5,57.9
2686,2025/02,29725000000,904000000,573000000,-18281000000,12300000000,376000000,21.21,3
2687,2025/02,11265000000,4379000000,4379177000,3139581000,1618000000,3318901000,887.13,38.9
2689,2024/06,43237194000,11373691000,10852922000,10480812000,600000000,-,1922.58,26.3
268A,2024/12,177547000000,81769000000,81769000000,25736000000,4000000000,51388000000,363.02,46.1
2692,2025/03,271551000000,115592000000,101423000000,89449000000,-,-,9109.55,42.6
2693,2024/12,11721131000,8125650000,7567734000,4266532000,-,1480754000,695.4,68.9
2694,2025/03,16610000000,6752000000,6749458000,507755000,300000000,4186259000,28.67,40.6
2695,2024/10,139446000000,72946000000,53628000000,42726000000,1130000000,-,1419.85,40.5
2698,2025/02,29376000000,10419000000,10188000000,5130000000,3900000000,-,651.34,35.5
269A,2024/09,452020000,167752000,167669000,-297541000,200000000,-,120.74,37.1
2700,2024/12,40169834000,15560043000,13823153000,13132248000,8528908000,2030300000,9185.2,37.3
2702,2024/12,337094000000,253044000000,257171000000,190936000000,-,-,1903.18,75.1
2705,2025/03,11874000000,4719000000,4214000000,-136000000,-,1000000000,617.45,37.7
2706,2023/02,11185792000,9551472000,9551472000,5124351000,-,-,1091.94,85.4
2708,2025/03,22969000000,7919000000,7277000000,6177000000,-,775000000,1711.74,34.5
2715,2024/03,117212000000,69249000000,69249000000,61391000000,296000000,-,1828.2,59.1
2721,2024/12,248615000,-33074000,-33074000,-711167000,70000000,-,-4.64,-13.3
2722,2024/05,6007212000,2170245000,2159082000,1075646000,-,1040199000,278.69,35.8
2726,2025/02,147929000000,73353000000,70748000000,66761000000,800000000,12184000000,816.51,47.9
2730,2025/03,434830000000,222946000000,224870000000,138602000000,31255000000,40667000000,2122.68,51.2
2733,2024/03,316976000000,109719000000,105089000000,73504000000,13740000000,13730000000,3252.24,34.6
2734,2024/11,202281000000,85618000000,77959000000,45859000000,5990000000,40386000000,1308.61,41.5
2735,2024/08,30280173000,12517453000,12375661000,10963834000,-,2207659000,949.8,41.3
2736,2024/08,7349042000,1536710000,1380127000,-20991000,1730000000,1411408000,421.26,20.4
2737,2025/03,113970000000,49621000000,44003000000,41936000000,14054000000,-,7296.07,43.5
2742,2025/02,112869000000,70428000000,70193000000,59424000000,-,7054000000,3282.23,62.2
2743,2024/12,957740000,-369303000,-448731000,-10598306000,-,-,-5.1,-49.4
2747,2025/02,18175000000,5715000000,5613872000,4622903000,1950000000,4090181000,4522.15,31.4
2749,2025/03,37622000000,19508000000,19554338000,17078574000,-,5300153000,228.06,51.9
274A,2025/02,15867000000,7953000000,7837955000,2790153000,66640000,1161776000,1156.27,50.1
2750,2025/03,39231000000,13900000000,11891303000,10452985000,7527416000,2641150000,1576.43,31.2
2751,2024/04,24218000000,14934000000,13746000000,14221000000,-,2155000000,1147.75,56.8
2752,2024/12,26310000000,8578000000,8466000000,-4151000000,-,9141000000,167.29,32.6
2753,2025/03,27810000000,21941000000,21939000000,17040000000,300000000,271000000,1067.86,78.9
2754,2024/03,7982312000,5308588000,5248590000,4837682000,841144000,-,1084.8,65.8
2760,2025/03,156841000000,49004000000,45414000000,41289000000,8200000000,24660000000,1624.1,30.5
2762,2024/06,2383000000,327000000,313000000,-782000000,-,303000000,11.94,13.6
2763,2025/03,40592000000,29842000000,29842000000,27988000000,-,-,1003.79,73.5
2764,2025/03,12142000000,5895000000,5758382000,56240000,1700000000,1897500000,83.19,48.4
2767,2025/03,98953000000,56247000000,51342000000,37520000000,900000000,8033000000,820.43,51.6
2768,2025/03,3087252000000,1007616000000,968956000000,567439000000,199725000000,886748000000,4595.93,31.4
2769,2024/05,22913000000,6222000000,6257000000,118000000,160000000,6248000000,791.38,27.1
276A,2024/08,1511615000,972763000,971031000,591781000,220000000,-,280.35,64.2
2776,2025/01,6041000000,1669000000,1426057000,-4568281000,850000000,1182666000,36.58,23.6
2778,2025/02,6988000000,1580000000,1567216000,-747730000,-,1642857000,130.31,22.4
